customer_id,customer_name,gender,age,city,state,signup_date,customer_segment
100229,Sneha Verma,Female,36.0,Kanpur,Uttar Pradesh,2021-04-27,Regular
100230,Amit Joshi,male,58.0,Delhi,Delhi,2023-04-16,Regular
100231,Vikas Singh,F,48.0,Bhopal,Madhya Pradesh,2024-08-09,Premium
100232,Aditya Roy,male,39.0,Delhi,Delhi,2023-10-25,Regular
100233,Rohit Malhotra,Male,48.0,Kanpur,Uttar Pradesh,2024-05-16,Regular
100234,Aditya Das,Female,23.0,Lucknow,Uttar Pradesh,2021-06-15,Premium
100235,Rahul Kumar,Male,45.0,Noida,Uttar Pradesh,2024-09-16,Regular
100236,Nisha Gupta,,40.0,Pune,Maharashtra,2021-06-04,New
100237,Simran Mishra,Male,54.0,Indore,Madhya Pradesh,2023-09-13,New
100238,Arjun Mehta,Female,68.0,Indore,Madhya Pradesh,2024-01-09,Regular
100239,Riya Khan,female,58.0,Bhopal,Madhya Pradesh,2022-07-27,New
100240,Neha Reddy,M,33.0,Bhopal,Madhya Pradesh,2025-12-19,Regular
100241,Nisha Yadav,,32.0,Nagpur,Maharashtra,2022-01-16,New
100242,Vikas Chauhan,Female,34.0,Indore,Madhya Pradesh,2024-12-26,Regular
100243,Rahul Mehta,female,57.0,Chennai,Tamil Nadu,2024-07-14,Regular
100244,Priya Joshi,Female,28.0,Noida,Uttar Pradesh,2023-06-25,New
100245,Rahul Mishra,female,27.0,Ranchi,Jharkhand,2021-10-31,Regular
100246,Kavita Kumar,Female,22.0,Hyderabad,Telangana,2025-08-12,Regular
100247,Sanjay Gupta,Male,41.0,Gurgaon,Haryana,2021-04-03,New
100248,Priya Jain,M,61.0,Ranchi,Jharkhand,2025-05-24,Regular
100249,Amit Jain,,42.0,Kolkata,West Bengal,2022-09-09,Regular
100250,Sanjay Patel,M,61.0,Delhi,Delhi,2024-02-14,Premium
100251,Sneha Gupta,Male,35.0,Hyderabad,Telangana,2025-01-17,Regular
100252,Sanjay Gupta,Female,3.0,Jaipur,Rajasthan,2023-12-31,New
100253,Manish Thakur,Male,66.0,Nagpur,Maharashtra,2021-11-09,Regular
100254,Rohit Patel,male,24.0,Bhopal,Madhya Pradesh,2024-12-19,New
100255,Vikas Joshi,Male,20.0,Bhopal,Madhya Pradesh,2025-12-08,Premium
100256,Sanjay Chauhan,Female,23.0,Kanpur,Uttar Pradesh,2025-03-12,Regular
100257,Rohit Chauhan,F,51.0,Hyderabad,Telangana,2024-06-27,Premium
100258,Vivek Yadav,Male,24.0,Bengaluru,Karnataka,2023-11-24,Regular
100259,Amit Gupta,Male,67.0,Kanpur,Uttar Pradesh,2025-08-04,New
100260,Vikas Kumar,M,23.0,Patna,Bihar,2022-05-19,Regular
100261,Vivek Khan,Male,63.0,Hyderabad,Telangana,2023-06-28,Regular
100262,Arjun Reddy,Male,54.0,Gurgaon,Haryana,2021-03-30,New
100263,Manish Malhotra,Female,32.0,Gurgaon,Haryana,2023-06-26,New
100264,Ayesha Mehta,Male,32.0,Jaipur,Rajasthan,2025-05-08,Regular
100265,Arjun Joshi,Female,44.0,Kolkata,West Bengal,2022-09-22,New
100266,Sanjay Joshi,Female,20.0,Lucknow,Uttar Pradesh,2022-10-31,Regular
100267,Neha Patel,female,20.0,Mumbai,Maharashtra,2022-09-12,Regular
100268,Vivek Joshi,Male,58.0,Delhi,Delhi,2023-05-11,VIP
100269,Sneha Jain,female,69.0,Bengaluru,Karnataka,2022-12-27,Regular
100270,Amit Malhotra,Female,57.0,Bengaluru,Karnataka,2022-09-19,Regular
100271,Kavita Sinha,M,32.0,Hyderabad,Telangana,2021-07-16,Regular
100272,Ayesha Khan,Male,64.0,Bengaluru,Karnataka,2022-03-26,Regular
100273,Karan Reddy,Male,58.0,Gurgaon,Haryana,2025-10-15,Regular
100274,Rohit Verma,Male,37.0,Mumbai,Maharashtra,2023-04-14,New
100275,Sneha Gupta,Male,48.0,Delhi,Delhi,2021-02-16,New
100276,Sneha Joshi,Male,67.0,Surat,Gujarat,2024-07-13,New
100277,Manish Verma,Male,51.0,Chennai,Tamil Nadu,2023-07-09,Regular
100278,Neha Das,Male,48.0,Kanpur,Uttar Pradesh,2025-03-05,VIP
100279,Sanjay Mehta,male,33.0,Delhi,Delhi,2023-12-26,Regular
100280,Pooja Gupta,Male,47.0,Ahmedabad,Gujarat,2024-08-08,Regular
100281,Arjun Singh,Female,21.0,Noida,Uttar Pradesh,2025-10-14,Regular
100282,Rohit Patel,Male,62.0,Chennai,Tamil Nadu,2025-11-30,Regular
100283,Sanjay Mehta,Male,31.0,Nagpur,Maharashtra,2022-11-16,Regular
100284,Vikas Singh,,53.0,Hyderabad,Telangana,2024-05-07,New
100285,Kavita Roy,Female,69.0,Surat,Gujarat,2022-08-15,New
100286,Manish Reddy,M,31.0,Bengaluru,Karnataka,2024-02-12,Regular
100287,Riya Sharma,,29.0,Delhi,Delhi,2021-07-24,Regular
100288,Vivek Patel,Male,49.0,Hyderabad,Telangana,2025-01-10,Regular
100289,Priya Mehta,Female,57.0,Chennai,Tamil Nadu,2024-02-25,New
100290,Pooja Chauhan,Male,20.0,Ahmedabad,Gujarat,2024-05-28,Premium
100291,Priya Mehta,Male,30.0,Lucknow,Uttar Pradesh,2024-05-29,New
100292,Rohit Verma,Female,27.0,Delhi,Delhi,2021-10-16,Regular
100293,Priya Reddy,,62.0,Ahmedabad,Gujarat,2021-12-17,New
100294,Sneha Khan,Female,53.0,Mumbai,Maharashtra,2024-07-08,Regular
100295,Rahul Jain,Male,38.0,Kolkata,West Bengal,2023-04-07,Premium
100296,Sneha Reddy,male,30.0,Pune,Maharashtra,2022-05-14,Premium
100297,Aditya Jain,Female,43.0,Indore,Madhya Pradesh,2023-08-19,Regular
100298,Ayesha Mehta,Male,37.0,Lucknow,Uttar Pradesh,2021-01-04,New
100299,Karan Mishra,,53.0,Mumbai,Maharashtra,2024-02-18,Premium
100300,Manish Kumar,F,64.0,Nagpur,Maharashtra,2022-03-25,Premium
100301,Vivek Thakur,Male,49.0,Indore,Madhya Pradesh,2024-05-09,New
100302,Amit Verma,Male,29.0,Mumbai,Maharashtra,2022-06-05,New
100303,Vikas Mishra,Male,27.0,Mumbai,Maharashtra,2021-10-13,Premium
100304,Vivek Verma,Male,,Patna,Bihar,2021-10-16,New
100305,Riya Yadav,F,59.0,Ranchi,Jharkhand,2021-03-07,New
100306,Amit Sharma,Male,65.0,Jaipur,Rajasthan,2022-05-12,Regular
100307,Rahul Mishra,male,62.0,Bhopal,Madhya Pradesh,2025-09-01,New
100308,Vikas Joshi,Male,41.0,Pune,Maharashtra,2025-09-27,Regular
100309,Manish Chauhan,Male,33.0,Hyderabad,Telangana,2025-09-13,Regular
100310,Sneha Roy,Male,33.0,Hyderabad,Telangana,2023-07-24,Regular
100311,Priya Yadav,Female,54.0,Ahmedabad,Gujarat,2025-01-21,New
100312,Kavita Chauhan,Female,49.0,Surat,Gujarat,2021-01-08,New
100313,Neha Das,Male,20.0,Pune,Maharashtra,2021-06-21,Premium
100314,Priya Agarwal,Male,46.0,Ahmedabad,Gujarat,2023-09-04,Regular
100315,Unknown,female,60.0,Indore,Madhya Pradesh,2023-06-21,New
100316,Rahul Chauhan,F,23.0,Kolkata,West Bengal,2023-08-21,Premium
100317,Kavita Reddy,Male,63.0,Ranchi,Jharkhand,2024-09-03,Regular
100318,Anjali Reddy,Female,35.0,Ranchi,Jharkhand,2022-07-30,Regular
100319,Rahul Mehta,female,55.0,Lucknow,Uttar Pradesh,2024-07-20,Premium
100320,Ayesha Joshi,Female,39.0,Pune,Maharashtra,2022-08-08,Regular
100321,Amit Verma,Male,66.0,Hyderabad,Telangana,2024-12-04,Regular
100322,Anjali Sharma,Male,20.0,Bengaluru,Karnataka,2021-07-11,Premium
100323,Simran Malhotra,Male,44.0,Mumbai,Maharashtra,2021-12-26,Regular
100324,Rahul Agarwal,female,66.0,Kanpur,Uttar Pradesh,2024-08-25,Premium
100325,Neha Gupta,male,46.0,Kolkata,West Bengal,2021-12-21,Premium
100326,Anjali Khan,female,35.0,Mumbai,Maharashtra,2024-11-25,New
100327,Pooja Malhotra,Female,42.0,Indore,Madhya Pradesh,2024-03-20,Regular
100328,Aditya Roy,Female,62.0,Ahmedabad,Gujarat,2025-12-25,New
100329,Arjun Thakur,female,62.0,Chennai,Tamil Nadu,2022-06-28,New
100330,Priya Chauhan,Male,38.0,Gurgaon,Haryana,2025-02-23,Regular
100331,Kavita Khan,Female,20.0,Hyderabad,Telangana,2025-06-23,Premium
100332,Nisha Gupta,Male,58.0,Chandigarh,Chandigarh,2024-08-02,Regular
100333,Arjun Khan,Male,30.0,Chandigarh,Chandigarh,2024-11-09,Premium
100334,Pooja Thakur,male,69.0,Jaipur,Rajasthan,2021-02-14,Premium
100335,Kavita Sharma,Female,53.0,Jaipur,Rajasthan,2024-03-17,Premium
